Campaign,Chapter,Guid,Kind,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,Events,Tags,Param1
Leon,-1,4c7f43f5-2824-4d85-935e-8dcbff14b5c3,Biorand_GateShutter,46900,142.32,-6.83,136.27,0.01,-7.42,89.38,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,0bac1692-58d3-4d84-813b-859f1cc3f456,Biorand_GateShutter,46900,142.1,-6.87,136.28,-3.38,-17.78,-89.93,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,f848daa3-337b-4910-ac53-0587d498069a,Biorand_GateShutter,45500,197.63,0.13,73.2,0,-54,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_Autosave,45302,185.87,8,131.26,0,-178,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_Ladder3,46210,228.67,-6.08,114.59,0,79.42,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat|LadderToMerchant,chapteronly,
Leon,-1,,Biorand_Ladder2,46210,229.95,-7.22,109.34,0,-6.69,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat|LadderToMerchant,chapteronly,
Leon,-1,,Biorand_Wall,46201,275.97,-4.16,135.84,0,-111,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat|LadderToMerchant,chapteronly,
Leon,-1,,Biorand_Ladder2,46201,281.87,-6.97,141.68,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat|LadderToMerchant,chapteronly,
Leon,0,,Biorand_InvisibleWall,45300,101.27,4.95,142.06,0,-81.07,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,100.26,-2.14,138.08,0,100.05,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,108.57,4.95,139.25,0,-157.52,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,104.06,11.7,135.19,0,-157.95,-180,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,101.43,5.17,138.93,64.37,-167.58,137.22,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,103.8,4.19,140.38,64.37,-167.58,137.22,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,101.58,4.09,140.97,64.06,-171.84,41.89,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,102.41,4.62,139.69,64.06,-171.84,41.89,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,107.09,1.96,141.61,73.33,-67.91,-111.87,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_Tower,45300,115.08,-7.47,148.13,0,71.11,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_Ladder3,45300,116.91,-0.36,145.86,0,-17,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,111.59,3.93,141.32,0,-166.01,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,103.11,4.95,143.34,0,-81.07,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,107.16,4.34,145.71,0,-88.67,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,107.9,4.34,146.14,0,-88.67,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_InvisibleWall,45300,108.83,-1.1,135.16,0,-175.83,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,117.37,2.82,148.22,89.2,73.75,-177.14,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,125.93,-4.52,142.46,90,0,-3,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,127.55,-4.5,146.74,90,0,84.22,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,126.51,-7.49,147.24,0,52.4,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,123.57,-7.48,148.91,0,6.89,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,0,,Biorand_GateShutter,45300,104.09,9.39,135.29,0,22.52,0,,01_Village.Visual.BridgetoQuarry.Tower,,
Leon,-1,6b76cbd5-57ad-4545-aea4-c7504cce5400,Biorand_GateShutter,45302,187.83,7.99,145.52,0,-9.41,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.Arena,,
Leon,-1,0f5e93b1-dcc6-4107-aa86-1dcacd077886,Biorand_GateShutter,45302,185.73,7.99,125.66,0,-11.47,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.Arena,,
Leon,-1,,Biorand_ExplosionOilBarrel,45302,181.49,8,141.03,0,-48,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.Arena,,
Leon,-1,,Biorand_GateShutter,45302,186.56,4.9,143.91,0,-97,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,186.98,4.9,140.55,0,-97,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,187.39,4.9,137.17,0,-97,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,187.25,4.9,134,0,-77.46,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,186.41,4.9,130.78,0,-72.88,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,185.04,4.9,127.8,0,-57.7,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,182.73,4.9,125.64,0,-29.18,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_Ladder1,45302,188.77,7.9,137.32,0,-97,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_GateShutter,45302,185.28,8,141.3,0,-158.78,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Layout,,
Leon,-1,,Biorand_Ladder1,45302,185.71,8,143.95,0,81,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Event,,
Leon,-1,d676bcd4-534c-44eb-ae58-fb5f36e44c6d,Biorand_GateShutter,45302,185.28,8,141.3,0,-158.78,0,,01_Village.CP3.StartVanilla.Event.CP305_Quarry.WallArena|Event,,
Leon,-1,,Biorand_LargeRocks,45400,164.39,-6.57,67.4,0,-73,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.0,,
Leon,-1,,Biorand_RoomDivider,45400,158.04,-4.18,64.47,0,130,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.0,,
Leon,-1,,Biorand_RoomDivider,45400,132.1,-6.07,45.91,0,9,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.0,,
Leon,-1,,Biorand_LargeRocks,45400,146.99,-6.57,67.71,0,-99,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.1,,
Leon,-1,,Biorand_RoomDivider,45400,115.73,-4.28,56.64,0,144,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.1,,
Leon,-1,,Biorand_LargeRocks,45400,151.6,-4.65,47.66,0,-135,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.2,,
Leon,-1,,Biorand_RoomDivider,45400,146.97,-6.07,67.76,0,80,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.2,,
Leon,-1,,Biorand_LargeRocks,45400,116.4,-4.84,56.13,0,-129,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.3,,
Leon,-1,,Biorand_WoodenBarrel,45400,113.39,-4.25,55.67,0,75,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.3,,
Leon,-1,,Biorand_WoodenBarrel,45400,113.18,-4.25,57.37,0,142,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.3,,
Leon,-1,,Biorand_WoodenBarrel,45400,114,-4.25,58.03,0,142,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.3,,
Leon,-1,,Biorand_WoodenBarrel,45400,116.24,-4.25,58.19,0,-127,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.3,,
Leon,-1,,Biorand_RoomDivider,45400,155.23,-4.2,48.61,0,-53,0,,01_Village.CP3.StartVanilla.Layout.CP301_FishFarm.4,,
Leon,,,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.Visual.FishFarm.Gates,,
Leon,,,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.Visual.FishFarm.Gates,,
Leon,-1,9d6e62ca-2024-4d4d-9017-fef8b68e8531,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Arena,,
Leon,-1,cc855714-c987-4341-8095-c85ea20a0c80,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Arena,,
Leon,-1,0a5eeed8-2222-40e9-b5b8-e94fa04d6ef4,Biorand_GateShutter,45400,136.97,-3.79,45.31,0,-1.37,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,ba726286-a586-4195-b1ec-e9c77f039311,Biorand_GateShutter,45400,133.52,-3.67,43.72,0,-87.99,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,,Biorand_Ladder1,45400,144.11,-6.28,69.48,0,76.61,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder2,45400,146.82,-3.05,70.5,0,70.29,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,e73b6b9b-b1de-4d25-9d66-3cf1be64d683,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_1,,
Leon,-1,e5d7a7dd-f36d-4f3a-8f08-f439c3806f4f,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_1,,
Leon,-1,,Biorand_GateShutter,45400,146.17,-7.09,44.47,0,-110.9,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,138.11,-6.75,52.33,0,-105.05,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Wall,45400,124.68,-3.01,58.66,0,174,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.FishFarmFuel.Arena_2,,
Leon,-1,7c193731-80fc-422a-81e5-7afc2fe26222,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Arena,,
Leon,-1,07e8057e-9e7f-41d0-8856-1f3452a62656,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Arena,,
Leon,-1,a6d817b9-7468-41ec-938c-d3669a6b16d1,Biorand_GateShutter,45400,136.97,-3.79,45.31,0,-1.37,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,85cd77ba-2ebb-442c-be2a-c3b571752716,Biorand_GateShutter,45400,133.52,-3.67,43.72,0,-87.99,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,,Biorand_Ladder1,45400,144.11,-6.28,69.48,0,76.61,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder2,45400,146.82,-3.05,70.5,0,70.29,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,d4ad142c-90e2-4deb-adcd-84989549f2f4,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_1,,
Leon,-1,326a9506-0445-498d-9a02-4b99b9b15fd6,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_1,,
Leon,-1,,Biorand_GateShutter,45400,146.17,-7.09,44.47,0,-110.9,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,138.11,-6.75,52.33,0,-105.05,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Wall,45400,124.68,-3.01,58.66,0,174,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.FishFarmFuel.Arena_2,,
Leon,-1,99c0abac-a30f-4166-a1fc-fc55fba6c5b9,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Arena,,
Leon,-1,5844bc86-abdf-4bd6-9a6e-09acb5422b91,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Arena,,
Leon,-1,f7ceaa3f-2ec5-4148-a84c-0bdcaf1720af,Biorand_GateShutter,45400,136.97,-3.79,45.31,0,-1.37,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,c36d2722-8153-4059-a1a4-eaa8f9b0ad82,Biorand_GateShutter,45400,133.52,-3.67,43.72,0,-87.99,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Secondgates,,
Leon,-1,,Biorand_Ladder1,45400,144.11,-6.28,69.48,0,76.61,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder2,45400,146.82,-3.05,70.5,0,70.29,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_0|Ladder,,
Leon,-1,e989037c-9f21-4e06-b462-6e957ee5e676,Biorand_GateShutter,45400,164.06,-3.85,64.66,0,-167,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_1,,
Leon,-1,b220a9f7-599d-49af-8e42-f0358ede8ca3,Biorand_GateShutter,45400,139.18,-3.79,43.55,0,87,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_1,,
Leon,-1,,Biorand_GateShutter,45400,146.17,-7.09,44.47,0,-110.9,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,137.61,-6.75,39.59,0,106.06,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Ladder1,45400,138.11,-6.75,52.33,0,-105.05,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_Wall,45400,124.68,-3.01,58.66,0,174,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.FishFarmFuel.Arena_2,,
Leon,-1,,Biorand_BearTrap,45400,157.53,-4.18,65.01,0,-54,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.0,,
Leon,-1,,Biorand_Tripwire,45400,158.55,-2.81,65.83,0,-149.66,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.0,,
Leon,-1,,Biorand_BearTrap,45400,163.18,-4.23,60.2,0,-53,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.0,,
Leon,-1,,Biorand_ExplosionOilBarrel,45400,141.92,-6.07,50.03,0,-22,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.1,,
Leon,-1,,Biorand_OilLamp,45400,152.09,-2.11,55.98,0,-150,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.1,,
Leon,-1,,Biorand_BearTrap,45400,157.11,-4.17,49.77,0,-47,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.1,,
Leon,-1,,Biorand_Tripwire,45400,155.95,-3.8,49.96,0,-140.83,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.2,,
Leon,-1,,Biorand_BearTrap,45400,142.08,-3.85,43.16,0,-80,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.2,,
Leon,-1,,Biorand_ExplosionOilBarrel,45400,153.54,-4.13,38.55,0,-46,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.2,,
Leon,-1,,Biorand_BearTrap,45400,124.86,-3.01,58.78,0,-7,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.3,,
Leon,-1,,Biorand_OilLamp,45400,151,-1.39,39.71,0,-128,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.3,,
Leon,-1,,Biorand_Tripwire,45400,156.64,-2.94,50.32,0,135.91,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.3,,
Leon,-1,,Biorand_BearTrap,45400,135.37,2.06,66.83,0,48,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.4,,
Leon,-1,,Biorand_ExplosionOilBarrel,45400,159.24,-4.21,53.5,0,-57,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.4,,
Leon,-1,,Biorand_BearTrap,45400,148.82,-4.25,40.03,0,-174,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.4,,
Leon,-1,,Biorand_Tripwire,45400,129.72,2.43,65.23,0,158.1,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.5,,
Leon,-1,,Biorand_OilLamp,45400,158.08,-1.53,50.64,0,46,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.5,,
Leon,-1,,Biorand_BearTrap,45400,165.91,-3.91,70.6,0,11,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.5,,
Leon,-1,,Biorand_ExplosionOilBarrel,45400,166.5,-6.07,64.25,0,100,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.6,,
Leon,-1,,Biorand_Tripwire,45400,174.18,0.19,75.76,0,-119.63,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.6,,
Leon,-1,,Biorand_BearTrap,45400,171.29,2.16,82.25,0,126,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.7,,
Leon,-1,,Biorand_OilLamp,45400,144.42,-1.3,44.29,0,-95,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.7,,
Leon,-1,,Biorand_Tripwire,45400,156.16,-4.94,56.57,0,-150,0,,01_Village.CP3.StartVanilla.Gimmicks.CP302_FishFarm.7,,
Leon,-1,,Biorand_Ladder1,45300,122.13,-4.16,146.39,0,-105.65,0,,CP307_BridgetoQuarryLevel.TowerPath|CP400Path,chapteronly,
Leon,-1,,Biorand_Ladder1,45300,103.79,6.06,137.04,0,-158,0,,CP307_BridgetoQuarryLevel.TowerPath|CP400Path,chapteronly,
Leon,-1,,Biorand_Wall3,46900,294.86,-8.3,121.67,0,-44,0,,LakeNorthBlockageWall,,
Leon,-1,,Biorand_Wall3,46900,191.57,-8.3,178.59,0,-74,0,,LakeSouthBlockageWall,,
Leon,0,,Biorand_GateShutter,46900,250.55,-6.85,112.75,0,38.17,90,,01_Village.Visual.Lake.BoatGates.a.North,,
Leon,0,,Biorand_GateShutter,46900,250.67,-6.88,112.96,-3.38,33.89,-90,,01_Village.Visual.Lake.BoatGates.a.North,,
Leon,0,,Biorand_GateShutter,46900,142.32,-6.83,136.27,0.01,-7.42,89.38,,01_Village.Visual.Lake.BoatGates.b.South,,
Leon,0,,Biorand_GateShutter,46900,142.1,-6.87,136.28,-3.38,-17.78,-89.93,,01_Village.Visual.Lake.BoatGates.b.South,,
Leon,0,,Biorand_Wall3,46900,247.25,-7.99,138.41,0,-34,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,45500,208.25,-8.2,-4.78,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,45500,213.36,-8.2,-13.1,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,45500,218.52,-8.2,-21.43,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Tower,45500,216.19,-8.65,-17.32,0,147.83,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,223.66,-8.2,-29.74,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,228.79,-8.2,-38.02,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,233.92,-8.2,-46.3,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,236.2,-8.2,-56.43,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,244.18,-8.2,-62.86,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,249.31,-8.2,-71.14,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,254.44,-8.2,-79.42,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,259.57,-8.2,-87.7,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Tower,45500,262.1,-8.65,-91.37,0,-32.57,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,264.7,-8.2,-95.98,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,269.83,-8.2,-104.26,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,274.96,-8.2,-112.54,0,-122,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,241.76,-8.2,-49.14,0,164.67,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Wall3,46900,244.64,-8.2,-54.34,0,-54.06,0,,01_Village.Visual.Lake.Tower.GreatWall,,
Leon,0,,Biorand_Tower,46100,298.62,-13.17,-21.51,0,22.56,0,,CP400_Visual,,
Leon,0,,Biorand_Jump,46100,300.39,-8.88,-17.09,0,32.42,0,,CP400_Visual,,
Leon,0,,Biorand_Jump,46100,301.56,-9.01,-15.05,0,-147.73,0,,CP400_Visual,,
Leon,0,,Biorand_GateShutter,45300,133.5,4.48,132.48,90,0,-53.54,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,45300,139.89,4.48,141.92,90,0,128.57,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,45301,145.21,4.47,141.4,89.95,-148.57,-21.16,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,45301,142.86,4.48,139.54,89.87,-147.91,-21.47,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,45300,143.22,4.49,144.51,89.95,-148.57,-21.16,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,45300,131.56,4.48,135.48,90,0,-53.54,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_Ladder3,45301,139.16,6.67,139.08,0,-40,0,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_Ladder2,45301,136.24,4.82,135.4,0,-38,0,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_Building,45301,138.49,4.8,140.25,0,141.79,0,,CP3/4_UnderBridgeHideout,,
Leon,0,,Biorand_GateShutter,46201,281.52,-9.36,140.06,0,-163,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46201,279.83,-3.78,134.7,90,0,-18,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46201,276.24,-3.73,137.29,90,0,-108.21,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46201,273.41,-3.73,138.27,90,0,-107.89,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_SW_HalfBuilding2,46201,275.05,-11.2,135.88,0,-72.54,0,,01_Village.Visual.Lake.DocktoCave.Path,,
